Type,FiscalYear,WorkPeriod,StatedDistrict,PresentDayDistrict,ProjectDistrict,ProjectName,PlacementLocation,RemovedFromNavPath,VolumePlaced,VolumePlacedUnit,MeasurementType,WeightPlaced,WeightPlacedUnit,MaterialPlaced,WorkType,OperationID,DistrictID,ProjectID,ApproxPageNumber,Appendix,Offset,FileVolume,FilePart
Placement,1942,,MISSISSIPPI RIVER COMMISSION,,,WAX LAKE OUTLET AND OHARENTON OANAL,,,"2,508,611",cubic yards,,,,material,,17611926874042037,17611926874001051,17611926874000949,1966,No,3718867,2,1
Placement,1942,During Fiscal Year,Pittsburgh District,Pittsburgh District,,"YOUGHIOGHENY RIVER RESERVOIR, OHIO RIVER BASIN, PA.",embankment,spillway,"154,279",cubic yards,,,,rock fill,,17611926874041518,17611926874001001,17611926874000094,132,No,825788,2,1
Placement,1942,,MISSISSIPPI RIVER COMMISSION,,,NEW ORLEANS DISTRICT,,,"362,304",cubic yards,,,,material,,17611926874042031,17611926874001051,17611926874000946,1951,No,3648144,2,1
Placement,1942,,MISSISSIPPI RIVER COMMISSION,,,NEW ORLEANS DISTRICT,,,"15,561,425",cubic yards,,,,,,17611926874042029,17611926874001051,17611926874000946,1951,No,3647857,2,1
Placement,1942,During Fiscal Year,Pittsburgh District,Pittsburgh District,,"YOUGHIOGHENY RIVER RESERVOIR, OHIO RIVER BASIN, PA.",,spillway,"45,152",cubic yards,,,,filter fill,,17611926874041518,17611926874001001,17611926874000094,132,No,825750,2,1
Placement,1942,,MISSISSIPPI RIVER COMMISSION,,,NEW ORLEANS DISTRICT,,,"16,472,917",cubic yards,,,,material,,17611926874042027,17611926874001051,17611926874000946,1951,No,3647766,2,1
Placement,1942,During Fiscal Year,Pittsburgh District,Pittsburgh District,,"YOUGHIOGHENY RIVER RESERVOIR, OHIO RIVER BASIN, PA.",embankment,spillway,"99,387",cubic yards,,,,,,17611926874041516,17611926874001001,17611926874000094,132,No,825665,2,1
Placement,1942,,MISSISSIPPI RIVER COMMISSION,,,VICKSBURG ENGINEER DISTRICT,,,"333,927",cubic yards,,,,,,17611926874042025,17611926874001051,17611926874000945,1950,No,3640410,2,1
Placement,1942,During Fiscal Year,Pittsburgh District,Pittsburgh District,,"YOUGHIOGHENY RIVER RESERVOIR, OHIO RIVER BASIN, PA.",structures,,"11,703",cubic yards,,,,concrete,,17611926874041514,17611926874001001,17611926874000094,132,No,825322,2,1
Placement,1942,,MISSISSIPPI RIVER COMMISSION,,,MEMPHIS ENGINEER DISTRICT,,,"10,863",cubic yards,,,,,,17611926874042023,17611926874001051,17611926874000944,,No,3628763,2,1
Placement,1942,During Fiscal Year,Seattle District,Seattle District,Seattle District,"NEAH BAY, WASH.",breakwater,,,,,"290,154.18",tons,rock,,17611926874041925,17611926874001037,17611926874000537,1805,No,2889929,2,1
Placement,1942,During Fiscal Year,Seattle District,Seattle District,Seattle District,"GRAYS HARBOR AND CHEHALIS RIVER, WASH.",north jetty,,,,,"568,420.08",tons,rock,,17611926874041923,17611926874001037,17611926874000535,1801,No,2872849,2,1
Placement,1942,,Portland District,Portland District,,"EMERGENCY REPAIRS AAND RESCUE WORK UNDER AUTHORITY OF  SECTION 5 OF THE FLOOD CONTROL ACT APPROVED AUGUST 18, 1911",levee,Columbia River,"150,000",cubic yards,,,,hydraulic fill,,17611926874041913,17611926874001030,17611926874000509,1792,No,2825714,2,1
Placement,1942,During Fiscal Year,Portland District,Portland District,,"DIKING IMPROVEMENT DISTRICT NO. 11, COWLITZ COUNTY,   WASH.",,,"50,924",cubic yards,,,,bank protection,,17611926874041911,17611926874001030,17611926874000501,1781,No,2778576,2,1
Placement,1942,End of Fiscal Year,CALIFORNIA DEBRIS COMMISSION,,,"SACRAMENTO RIVER, CALIF., FLOOD CONTROL",levees,Sacramento River,1885,cubic yards,,,,,,17611926874041933,17611926873982902,17611926874000602,1885,No,3300717,2,1
Placement,1942,During Fiscal Year,CALIFORNIA DEBRIS COMMISSION,,,"SACRAMENTO RIVER, CALIF., FLOOD CONTROL",levee,main river,,,,"4,000",tons,rock,,17611926874041929,17611926873982902,17611926874000602,1884,No,3298638,2,1
Placement,1942,During Fiscal Year,Seattle District,Seattle District,,"SWINOMISH SLOUGH, WASH.",dike,,197,cubic yards,,,,rock,,17611926874041927,17611926874001037,17611926874000545,1821,No,2952755,2,1
Placement,1942,During Fiscal Year,Nashville District,Nashville District,,"CUMBERLAND RIVER, TENN. AND KY.",,channel,,,,100,tons,stone,,17611926874041439,17611926874000990,17611926873999935,1146,No,121055,2,1
Placement,1942,During Fiscal Year,Los Angeles District,Los Angeles District,Los Angeles District,"SAN DIEGO HARBOR, CALIF.",dike,,,,,"8,538.3",tons,rock,,17611926874041718,17611926874001018,17611926874000337,1586,No,1970954,2,1
Placement,1942,During Fiscal Year,Los Angeles District,Los Angeles District,Los Angeles District,"SAN DIEGO HARBOR, CALIF.",,,"1,178",cubic yards,,,,concrete,,17611926874041713,17611926874001018,17611926874000337,1586,No,1970649,2,1
Placement,1942,During Fiscal Year,Los Angeles District,Los Angeles District,Los Angeles District,"SAN DIEGO HARBOR, CALIF.",,,,,,"9,208.2",tons,rock,,17611926874041713,17611926874001018,17611926874000337,1586,No,1970624,2,1
Placement,1942,,MISSISSIPPI RIVER COMMISSION,,,"SACRAMENTO RIVER, CALIF., FLOOD CONTROL",levee,,"1,191,803",cubic yards,,,,,,17611926874041963,17611926874001051,17611926874000602,1921,No,3463430,2,1
Placement,1942,During Fiscal Year,Chicago District,Chicago District,St. Louis District,"ILLINOIS WATERWAY, ILL.",,,522,cubic yards,,,,rock,,17611926874041604,17611926874001008,17611926874000208,1458,No,1443968,2,1
Placement,1942,During Fiscal Year,SUPERVISION OF THE HARBOR OF NEW YORK," """,,ANACOSTIA PARK AND THE RECLAMATION AND DEVELOPMENT OF,,,"39,883",cubic yards,,,,,,17611926874042116,17611926874001051,17611926874000963,2012,No,3965907,2,1
Placement,1942,During Fiscal Year,Chicago District,Chicago District,St. Louis District,"ILLINOIS WATERWAY, ILL.",,,"2,100",cubic yards,,,,riprap,,17611926874041602,17611926874001008,17611926874000208,1458,No,1443093,2,1
Placement,1942,,MISSISSIPPI RIVER COMMISSION,,,UNITED STATES ENGINEER,,,"11,169,016",cubic yards,,,,,,17611926874042110,17611926874001051,17611926874000953,1998,No,3912186,2,1
Placement,1942,End of Fiscal Year,Portland District,Portland District,,"SANDY DRAINAGE DISTRICT, MULTNOMAH COUNTY, OREG.",levee,,"357,317",cubic yards,,,,levee embankment,,17611926874041877,17611926874001030,17611926874000487,1763,No,2698914,2,1
Placement,1942,During Fiscal Year,Portland District,Portland District,,"SANDY DRAINAGE DISTRICT, MULTNOMAH COUNTY, OREG.",levee,,"2,000",cubic yards,,,,levee embankment,,17611926874041875,17611926874001030,17611926874000487,1762,No,2698546,2,1
Placement,1942,End of Fiscal Year,Portland District,Portland District,,"DEEP RIVER AREA, WAHKIAKUM COUNTY, WASH.",levee,,"53,530",cubic yards,,,,levee embankment,,17611926874041873,17611926874001030,17611926874000486,1762,No,2694649,2,1
Placement,1942,During Fiscal Year,Portland District,Portland District,,"DEEP RIVER AREA, WAHKIAKUM COUNTY, WASH.",levees,,"11,030",cubic yards,,,,material,,17611926874041871,17611926874001030,17611926874000486,1762,No,2694410,2,1
Placement,1942,End of Fiscal Year,Portland District,Portland District,,"DIKING AND IMPROVING DISTRICT NO. 4, WAHKIAKUM COUNTY,  WASH.",embankment,,"2,391",cubic yards,,,,stone revetment,,17611926874041869,17611926874001030,17611926874000484,1759,No,2684245,2,1
Placement,1942,During Fiscal Year,Chicago District,Chicago District,St. Louis District,"ILLINOIS WATERWAY, ILL.",,,913,cubic yards,,,,rock,,17611926874041609,17611926874001008,17611926874000208,1458,No,1444585,2,1
Placement,1942,During Fiscal Year,Portland District,Portland District,,"SAUVIE ISLAND (AREAS A AND B), MULTNOMAH COUNTY, OREG.",levees,,"1,200,000",cubic yards,,,,material,,17611926874041893,17611926874001030,17611926874000491,1768,No,2725475,2,1
Placement,1942,End of Fiscal Year,Portland District,Portland District,,"PENINSULA DRAINAGE DISTRICT NO. 2, MULTNOMAH COUNTY,  OREG.",wall,,"17,077",cubic yards,,,,stone revetment,,17611926874041891,17611926874001030,17611926874000490,1768,No,2721388,2,1
Placement,1942,During Fiscal Year,Chicago District,Chicago District,,"FARMERS LEVEE AND DRAINAGE DISTRICT, SANGAMON  RIVER,  ILL.",embankment,,"129,999",cubic yards,,,,,,17611926874041633,17611926874001008,17611926874000219,1472,No,1501290,2,1
Placement,1942,End of Fiscal Year,Portland District,Portland District,,"PENINSULA DRAINAGE DISTRICT NO. 1, MULTNOMAH COUNTY,   OREG.",embankment,,"3,250",cubic yards,,,,stone revetment,,17611926874041889,17611926874001030,17611926874000489,1767,No,2717625,2,1
Placement,1942,During Fiscal Year,Chicago District,Chicago District,,"BANNER SPECIAL DRAINAGE AND LEVEE DISTRICT, ILLINOIS  RIVER, ILL.",embankment,,"69,467",cubic yards,,,,,,17611926874041631,17611926874001008,17611926874000218,1471,No,1497024,2,1
Placement,1942,End of Fiscal Year,Portland District,Portland District,,"PENINSULA DRAINAGE DISTRICT NO. 1, MULTNOMAH COUNTY,   OREG.",levee,,"301,500",cubic yards,,,,levee embankment,,17611926874041887,17611926874001030,17611926874000489,1767,No,2717566,2,1
Placement,1942,During Fiscal Year,Chicago District,Chicago District,,"LIVERPOOL DRAINAGE AND LEVEE DISTRICT, ILLINOIS RIVER, ILL.",embankment,,"45,231",cubic yards,,,,material,,17611926874041629,17611926874001008,17611926874000217,1470,No,1492909,2,1
Placement,1942,During Fiscal Year,Portland District,Portland District,,"PENINSULA DRAINAGE DISTRICT NO. 1, MULTNOMAH COUNTY,   OREG.",levees,,"15,562",cubic yards,,,,levee embankment,,17611926874041885,17611926874001030,17611926874000489,1767,No,2717210,2,1
Placement,1942,During Fiscal Year,Chicago District,Chicago District,,"BIG LAKE DRAINAGE AND LEVEE DISTRICT, ILLINOIS RIVER, ILL.",embankment,,"369,087",cubic yards,,,,material,,17611926874041627,17611926874001008,17611926874000216,1468,No,1484410,2,1
Placement,1942,During Fiscal Year,Portland District,Portland District,,"MULTNOMAH DRAINAGE DISTRICT NO. 1, MULTNOMAH COUNTY,,   OREG.",embankment,,260,cubic yards,,,,stone revetment,,17611926874041883,17611926874001030,17611926874000488,1764,No,2703965,2,1
Placement,1942,During Fiscal Year,Chicago District,Chicago District,,"BIG LAKE DRAINAGE AND LEVEE DISTRICT, ILLINOIS RIVER, ILL.",embankment,,"241,475",cubic yards,,,,material,,17611926874041625,17611926874001008,17611926874000216,1468,No,1484237,2,1
Placement,1942,During Fiscal Year,Portland District,Portland District,,"MULTNOMAH DRAINAGE DISTRICT NO. 1, MULTNOMAH COUNTY,,   OREG.",levee,,"46,295",cubic yards,,,,levee embankment,,17611926874041881,17611926874001030,17611926874000488,1764,No,2703815,2,1
Placement,1942,During Fiscal Year,Portland District,Portland District,,"MULTNOMAH DRAINAGE DISTRICT NO. 1, MULTNOMAH COUNTY,,   OREG.",levee,,"1,481,000",cubic yards,,,,material,,17611926874041879,17611926874001030,17611926874000488,1764,No,2703592,2,1
Placement,1942,During Fiscal Year,Portland District,Portland District,,"JOHN DAY RIVER AREA, CLATSOP COUNTY, OREG.",levees,,"1,520",cubic yards,,,,material,,17611926874041907,17611926874001030,17611926874000497,1776,No,2755553,2,1
Placement,1942,During Fiscal Year,Portland District,Portland District,,"WESTPORT DISTRICT, COLUMBIA AND CLATSOP COUNTIES, OREG.",levees,,"11,900",cubic yards,,,,material,,17611926874041905,17611926874001030,17611926874000495,1774,No,2745152,2,1
Placement,1942,During Fiscal Year,Portland District,Portland District,,"DEER ISLAND AREA, COLUMBIA COUNTY, OREG.",levees,,"597,000",cubic yards,,,,,,17611926874041903,17611926874001030,17611926874000494,1772,No,2739080,2,1
Placement,1942,End of Fiscal Year,Portland District,Portland District,,"RAINIER DRAINAGE DISTRICT, COLUMBIA COUNTY, OREG.",levee,,"15,237",cubic yards,,,,levee embankment,,17611926874041901,17611926874001030,17611926874000493,,No,2735465,2,1
Placement,1942,End of Fiscal Year,Portland District,Portland District,,"SCAPPOOSE DRAINAGE DISTRICT, COLUMBIA COUNTY, OREG.",embankment,,"7,87.2",cubic yards,,,,stone revetment,,17611926874041899,17611926874001030,17611926874000492,1770,No,2731920,2,1
Placement,1942,End of Fiscal Year,Portland District,Portland District,,"SCAPPOOSE DRAINAGE DISTRICT, COLUMBIA COUNTY, OREG.",levee,,"547,993",cubic yards,,,,,,17611926874041897,17611926874001030,17611926874000492,1770,No,2731821,2,1
Placement,1942,End of Fiscal Year,Portland District,Portland District,,"SAUVIE ISLAND (AREAS A AND B), MULTNOMAH COUNTY, OREG.",levee,,"3,161,000",cubic yards,,,,levee embankment,,17611926874041895,17611926874001030,17611926874000491,1768,No,2725881,2,1
Placement,1943,During Fiscal Year,Little Rock District,Little Rock District,,"BLUE MOUNTAIN RESERVOIR, ARKANSAS RIVER BASIN, ARK.",,,"1,990",cubic yards,,,,"sand, rock, and gravel",,10196446254248912,10196446254202309,10196446254201532,866,No,3538648,1,I
Placement,1943,During Fiscal Year,Little Rock District,Little Rock District,,"BLUE MOUNTAIN RESERVOIR, ARKANSAS RIVER BASIN, ARK.",,,"33,591",cubic yards,,,,rolled earth,,10196446254248912,10196446254202309,10196446254201532,866,No,3538606,1,I
Placement,1943,During Fiscal Year,Little Rock District,Little Rock District,,"CLEARWATER RESERVOIR, WHITE RIVER BASIN, MO.",,,"295,211",cubic yards,,,,rolled earth,,10196446254248917,10196446254202309,10196446254201535,871,No,3560763,1,I
Placement,1943,During Fiscal Year,Albuquerque District,Albuquerque District,,"JOHN MARTIN RESERVOIR, ARKANSAS RIVER, COLO. (FORMERLY  CADDOA RESERVOIR)",,,,,,"2,507,000",pounds,steel sheet,,10196446254248902,10196446254202308,10196446254201512,850,No,3468659,1,I
Placement,1943,During Fiscal Year,Albuquerque District,Albuquerque District,,"JOHN MARTIN RESERVOIR, ARKANSAS RIVER, COLO. (FORMERLY  CADDOA RESERVOIR)",dam,,"560,000",cubic yards,,,,concrete,,10196446254248899,10196446254202308,10196446254201512,850,No,3468493,1,I
Placement,1943,During Fiscal Year,Albuquerque District,Albuquerque District,,"JOHN MARTIN RESERVOIR, ARKANSAS RIVER, COLO. (FORMERLY  CADDOA RESERVOIR)",embankment,,"5,895,000",cubic yards,,,,embankment,,10196446254248899,10196446254202308,10196446254201512,850,No,3468529,1,I
Placement,1943,Existing Project,St. Louis District,St. Louis District,,"CLEAR CREEK DRAINAGE AND LEVEE DISTRICT, ILL.",levee,river,"3,695,000",cubic yards,,,,earthwork,,10196446254248937,10196446254202315,10196446254201611,,No,3764802,1,I
Placement,1943,During Fiscal Year,Syracuse District,Buffalo District,,SOUTHERN NEW YORK FLOOD CONTROL PROJECT,levee,Susquehanna River,"24,422",cubic yards,,,,earth,,10196446254248426,10196446254202259,10196446254200855,270,No,1103700,1,I
Placement,1943,During Fiscal Year,St. Louis District,St. Louis District,,"EAST CAPE GIRARDEAU AND CLEAR CREEK DRAINAGE DISTRICT,  ILL.",,,"60,037",cubic yards,,,,material,,10196446254248935,10196446254202315,10196446254201610,913,No,3760400,1,I
Placement,1943,During Fiscal Year,Jacksonville District,Jacksonville District,,"CALOOSAHATCHEE RIVER AND LAKE OKEECHOBEE DRAINAGE  AREAS, FLORIDA",berm,channel,"16,192",cubic yards,,,,rock riprap,,10196446254248685,10196446254202282,10196446254201209,541,No,2196076,1,I
Placement,1943,Existing Project,St. Louis District,St. Louis District,,"PRESTON DRAINAGE AND LEVEE DISTRICT, ILLINOIS",levee,river,"1,364,000",cubic yards,,,,earthwork,,10196446254248941,10196446254202315,10196446254201612,,No,3770315,1,I
Placement,1943,During Fiscal Year,Syracuse District,Buffalo District,,SOUTHERN NEW YORK FLOOD CONTROL PROJECT,wall,Chemung River,"18,292",cubic yards,,,,earth,,10196446254248430,10196446254202259,10196446254200855,272,No,1104665,1,I
Placement,1943,During Fiscal Year,St. Louis District,St. Louis District,,"CLEAR CREEK DRAINAGE AND LEVEE DISTRICT, ILL.",,,"2,522",cubic yards,,,,material,,10196446254248939,10196446254202315,10196446254201611,,No,3765636,1,I
Placement,1943,During Fiscal Year,Syracuse District,Buffalo District,,SOUTHERN NEW YORK FLOOD CONTROL PROJECT,,Chemung River,,,,"165,286",pounds,,,10196446254248432,10196446254202259,10196446254200855,272,No,1104784,1,I
Placement,1943,Existing Project,St. Louis District,St. Louis District,,"PERRY COUNTY DRAINAGE AND LEVEE DISTRICTS NOS. 1, 2, and 3,  MISSOURI",levee,river,"4,370,000",cubic yards,,,,earthwork,,10196446254248945,10196446254202315,10196446254201613,918,No,3775720,1,I
Placement,1943,End of Fiscal Year,St. Louis District,St. Louis District,,"PRESTON DRAINAGE AND LEVEE DISTRICT, ILLINOIS",structures,,"1,364,000",cubic yards,,,,earthwork and construction,,10196446254248943,10196446254202315,10196446254201612,917,No,3771819,1,I
Placement,1943,During Fiscal Year,Syracuse District,Buffalo District,,SOUTHERN NEW YORK FLOOD CONTROL PROJECT,levee,Chemung River,"1,784",cubic yards,,,,concrete,,10196446254248432,10196446254202259,10196446254200855,272,No,1104734,1,I
Placement,1943,During Fiscal Year,St. Louis District,St. Louis District,,"KASKASKIA ISLAND DRAINAGE AND LEVEE DISTRICT, ILL.",,,"28,233",cubic yards,,,,material,,10196446254248949,10196446254202315,10196446254201614,,No,3782044,1,I
Placement,1943,During Fiscal Year,Syracuse District,Buffalo District,,SOUTHERN NEW YORK FLOOD CONTROL PROJECT,,,212,cubic yards,,,,riprap and rock,,10196446254248435,10196446254202259,10196446254200855,272,No,1104913,1,I
Placement,1943,Existing Project,St. Louis District,St. Louis District,,"KASKASKIA ISLAND DRAINAGE AND LEVEE DISTRICT, ILL.",levee,,"1,936,000",cubic yards,,,,earthwork,,10196446254248947,10196446254202315,10196446254201614,,No,3781453,1,I
Placement,1943,Local Cooperation,Tulsa District,Tulsa District,,"FORT SUPPLY RESERVOIR, NORTH CANADIAN RIVER, OKLA.",embankment,spillway,78,cubic yards,,,,riprap,,10196446254248923,10196446254202310,10196446254201562,882,No,3614024,1,I
Placement,1943,During Fiscal Year,Syracuse District,Buffalo District,,SOUTHERN NEW YORK FLOOD CONTROL PROJECT,,Chenango River,860,cubic yards,,,,,,10196446254248421,10196446254202259,10196446254200855,270,No,1102989,1,I
Placement,1943,Existing Project,St. Louis District,St. Louis District,,"EAST CAPE GIRARDEAU AND CLEAR CREEK DRAINAGE DISTRICT,  ILL.",levee,river,"1,858,500",cubic yards,,,,earthwork,,10196446254248933,10196446254202315,10196446254201610,913,No,3759584,1,I
Placement,1943,During Fiscal Year,Syracuse District,Buffalo District,,SOUTHERN NEW YORK FLOOD CONTROL PROJECT,,,"1,408",cubic yards,,,,gravel and sand backing,,10196446254248421,10196446254202259,10196446254200855,270,No,1103024,1,I
Placement,1943,During Fiscal Year,Syracuse District,Buffalo District,,SOUTHERN NEW YORK FLOOD CONTROL PROJECT,wall,Chenango River,"35,000",cubic yards,,,,compacted earth,,10196446254248419,10196446254202259,10196446254200855,270,No,1102927,1,I
Placement,1943,During Fiscal Year,Galveston District,Galveston District,,"THE GULF INTRACOASTAL WATERWAY BETWEEN THE APALACHEE  BAY, FLA., AND THE MEXICAN BORDER (GALVESTON DISTRICT.)",structures,Colorado River,"73,000",cubic yards,,,,,,10196446254248840,10196446254202303,10196446254201464,776,No,3160110,1,I
Placement,1943,End of Fiscal Year,Fort Peck District,Omaha District,,"MISSOURI RIVER AT FORT PECK, MONT.",walls,channel,"291,826",cubic yards,,,,concrete,,10196446254249081,10196446254202330,10196446254201716,1032,No,4287767,1,I
Placement,1943,,Fort Peck District,Omaha District,,"CHERRY CREEK AND TRIBUTARIES, COLORADO",embankment,Sand Creek and Clear Creek,,,,575,tons,"ballast rock, and installation",,10196446254249083,10196446254202330,10196446254201728,1047,No,4349359,1,I
Placement,1943,During Fiscal Year,Galveston District,Galveston District,,"THE GULF INTRACOASTAL WATERWAY BETWEEN THE APALACHEE  BAY, FLA., AND THE MEXICAN BORDER (GALVESTON DISTRICT.)",levee,Brazos River,"15,858",cubic yards,,,,concrete,,10196446254248834,10196446254202303,10196446254201464,776,No,3159717,1,I
Placement,1943,During Fiscal Year,Galveston District,Galveston District,,"THE GULF INTRACOASTAL WATERWAY BETWEEN THE APALACHEE  BAY, FLA., AND THE MEXICAN BORDER (GALVESTON DISTRICT.)",structures,Brazos River,"62,410",cubic yards,,,,,,10196446254248832,10196446254202303,10196446254201464,776,No,3159347,1,I
Placement,1943,During Fiscal Year,Galveston District,Galveston District,,"THE GULF INTRACOASTAL WATERWAY BETWEEN THE APALACHEE  BAY, FLA., AND THE MEXICAN BORDER (GALVESTON DISTRICT.)",,Brazos River,,,,"171,166",pounds,,,10196446254248836,10196446254202303,10196446254201464,776,No,3159811,1,I
Placement,1943,During Fiscal Year,Providence District,New England District,,"EAST HARTFORD, CONNECTICUT RIVER BASIN, CONN.",dike,,"29,000",cubic yards,,,,riprap,,10196446254248364,10196446254202236,10196446254200719,134,No,570535,1,I
Placement,1943,During Fiscal Year,Galveston District,Galveston District,,"CHANNEL FROM GALVESTON HARBOR TO TEXAS CITY, TEX.",dike,channel,,,,"1,033.05",tons,riprap shore,,10196446254248857,10196446254202303,10196446254201467,,No,3210965,1,I
Placement,1943,During Fiscal Year,Galveston District,Galveston District,,"CHANNEL FROM GALVESTON HARBOR TO TEXAS CITY, TEX.",dike,channel,,,,"4,971.35",tons,riprap core and apron stone,,10196446254248855,10196446254202303,10196446254201467,,No,3210882,1,I
Placement,1943,During Fiscal Year,Providence District,New England District,,"HARTFORD, CONNECTICUT RIVER BASIN, CONN.",dike,,"8,000",cubic yards,,,,impervious fill,,10196446254248357,10196446254202236,10196446254200718,132,No,555118,1,I
Placement,1943,End of Fiscal Year,New Orleans District,New Orleans District,,"SOUTHWEST PASS AND SOUTH PASS, MISSISSIPPI RIVER, LA.",east jetty,,,,,"1,139.85",tons,stone,,10196446254248777,10196446254202297,10196446254201329,655,No,2674084,1,I
Placement,1943,End of Fiscal Year,Kansas City District,Kansas City District,,"KANOPOLIS RESERVOIR, MISSOURI RIVER BASIN, KANS.",berm,spillway,"2,800,776",cubic yards,,,,impervious fill,,10196446254249033,10196446254202325,10196446254201690,1002,No,4158343,1,I
Placement,1943,End of Fiscal Year,New Orleans District,New Orleans District,,"SOUTHWEST PASS AND SOUTH PASS, MISSISSIPPI RIVER, LA.",jetty,400-foot channel,,,,"45,834.55",tons,stone,,10196446254248775,10196446254202297,10196446254201329,654,No,2670164,1,I
Placement,1943,End of Fiscal Year,Kansas City District,Kansas City District,,"KANOPOLIS RESERVOIR, MISSOURI RIVER BASIN, KANS.",,spillway,"2,644,072",cubic yards,,,,random fill,,10196446254249030,10196446254202325,10196446254201690,1002,No,4158305,1,I
Placement,1943,During Fiscal Year,Baltimore District,Baltimore District,Norfolk District,WATERWAY ON THE COAST OF VIRGINIA,,,"36,223",cubic yards,,,,,,10196446254248520,10196446254202265,10196446254200935,350,No,1426237,1,I
Placement,1943,During Fiscal Year,Baltimore District,Baltimore District,,"YORK, CODORUS CREEK, PA.",embankment,spillway,136,cubic yards,,,,,,10196446254248525,10196446254202265,10196446254200975,358,No,1462111,1,I
Placement,1943,,Kansas City District,Kansas City District,,EMERGENCY FLOOD-CONTROL WORK,,,"1,840",cubic yards,,,,earth fill,,10196446254249037,10196446254202325,10196446254201693,1006,No,4175900,1,I
Placement,1943,,Kansas City District,Kansas City District,,EMERGENCY FLOOD-CONTROL WORK,,,"77,190",cubic yards,,,,earth fill,,10196446254249035,10196446254202325,10196446254201693,1006,No,4175695,1,I
Placement,1943,,Kansas City District,Kansas City District,,EMERGENCY FLOOD-CONTROL WORK,,,"11,105",cubic yards,,,,earth fill,,10196446254249041,10196446254202325,10196446254201693,1006,No,4176371,1,I
Placement,1943,During Fiscal Year,Baltimore District,Baltimore District,,"YORK, CODORUS CREEK, PA.",embankment,spillway,"2,354",cubic yards,,,,rock fill,,10196446254248527,10196446254202265,10196446254200975,358,No,1462159,1,I
Placement,1943,,Kansas City District,Kansas City District,,EMERGENCY FLOOD-CONTROL WORK,,Labadie Bottoms River,"120,048",cubic yards,,,,earth fillat,,10196446254249039,10196446254202325,10196446254201693,1006,No,4176141,1,I
Placement,1943,During Fiscal Year,Boston District,New England District,,"FRANKLIN FALLS RESERVOIR, MERRIMACK RIVER BASIN, N. HI.",,spillway,"107,000",cubic yards,,,,,,10196446254248277,10196446254202235,10196446254200626,51,No,223279,1,I
Placement,1943,,Kansas City District,Kansas City District,,EMERGENCY FLOOD-CONTROL WORK,,,"150,110",cubic yards,,,,earth fill,,10196446254249045,10196446254202325,10196446254201693,1006,No,4176823,1,I
Placement,1943,During Fiscal Year,Boston District,New England District,,"FRANKLIN FALLS RESERVOIR, MERRIMACK RIVER BASIN, N. HI.",embankment,spillway,"62,000",cubic yards,,,,rock fill,,10196446254248277,10196446254202235,10196446254200626,51,No,223315,1,I
Placement,1943,During Fiscal Year,Baltimore District,Baltimore District,,"YORK, CODORUS CREEK, PA.",embankment,spillway,"50,736",cubic yards,,,,,,10196446254248531,10196446254202265,10196446254200975,358,No,1462539,1,I
Placement,1943,,Kansas City District,Kansas City District,,EMERGENCY FLOOD-CONTROL WORK,,,"68,631",cubic yards,,,,earth fill,,10196446254249043,10196446254202325,10196446254201693,1006,No,4176591,1,I
Placement,1943,During Fiscal Year,Kansas City District,Kansas City District,,"KANOPOLIS RESERVOIR, MISSOURI RIVER BASIN, KANS.",embankment,spillway,"51,703",cubic yards,,,,pervious fill,,10196446254249017,10196446254202325,10196446254201690,1001,No,4157027,1,I
Placement,1943,During Fiscal Year,Kansas City District,Kansas City District,,"KANOPOLIS RESERVOIR, MISSOURI RIVER BASIN, KANS.",,spillway,"1,064,829",cubic yards,,,,random fill,,10196446254249017,10196446254202325,10196446254201690,1001,No,4157065,1,I
Placement,1943,During Fiscal Year,Baltimore District,Baltimore District,,"BALTIMORE HARBOR AND CHANNELS, MD.",,Cutoff-Brewerton angle,"925,389",cubic yards,bin measure,,,,,10196446254248508,10196446254202265,10196446254200930,341,No,1389004,1,I
Placement,1943,During Fiscal Year,Kansas City District,Kansas City District,,"KANOPOLIS RESERVOIR, MISSOURI RIVER BASIN, KANS.",berm,spillway,"794,296",cubic yards,,,,impervious fill,,10196446254249020,10196446254202325,10196446254201690,1001,No,4157103,1,I
Placement,1943,End of Fiscal Year,Kansas City District,Kansas City District,,"KANOPOLIS RESERVOIR, MISSOURI RIVER BASIN, KANS.",,,,,,"2,061,285",pounds,reinforcement steel,,10196446254249024,10196446254202325,10196446254201690,1001,No,4157876,1,I
Placement,1943,During Fiscal Year,Baltimore District,Baltimore District,Norfolk District,"STARLINGS CREEK, VA.",,,"44,661",cubic yards,,,,,,10196446254248514,10196446254202265,10196446254200933,347,No,1414379,1,I
Placement,1943,End of Fiscal Year,Kansas City District,Kansas City District,,"KANOPOLIS RESERVOIR, MISSOURI RIVER BASIN, KANS.",,,,,,"1,270,448",pounds,steel,,10196446254249024,10196446254202325,10196446254201690,1001,No,4157918,1,I
Placement,1943,During Fiscal Year,Baltimore District,Baltimore District,,"TWITCH COVE AND BIG THOROUGHFARE RIVER, MD.",,entrance,"29,847",cubic yards,,,,,,10196446254248511,10196446254202265,10196446254200932,346,No,1408570,1,I
Placement,1943,End of Fiscal Year,Kansas City District,Kansas City District,,"KANOPOLIS RESERVOIR, MISSOURI RIVER BASIN, KANS.",embankment,,"17,791",cubic yards,,,,backfill and embankment,,10196446254249024,10196446254202325,10196446254201690,1001,No,4157829,1,I
